genre_ids,id,original_language,overview,poster_path,release_date,title,keyword,movie_out
"[28, 12, 14]",297762,en,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,2017-05-30,Wonder Woman,"[2041, 1701, 2660, 2504, 2386, 9715, 2383, 2036, 9717, 11322, 15060, 33637, 156525, 187056, 191731, 210184, 229266]",False
"[35, 10749, 14]",1109778,pt,"On a random night, Marco and Laura meet at a karaoke bar and sing the song ""Evidências"" together. Since then, they fell in love and formed a couple that seemed perfect, until the moment they said “yes”. Without understanding what happened, now, every time this song plays, Marco will travel through his memories with Laura.",/ohN79eTvl1L6YvLJwYgWbkl7pw4.jpg,2024-04-11,Traces of Love,"[225219, 325765, 325832]",False
"[14, 28, 35]",616037,en,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,"[1701, 1595, 9715, 2036, 9717, 9663, 173125, 179101, 179430, 179431, 180547, 225679, 230105, 240145, 262626, 265839, 304843]",False
"[18, 10749]",296096,en,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,2016-06-01,Me Before You,"[894, 1415, 818, 392, 2679, 2564, 9840, 9673, 10241, 155209, 158558, 160404, 169152, 187056, 207819]",False
"[35, 28, 53]",1077280,en,"Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.",/ff9iMXJjtRdm58nRzM88sNr5CTu.jpg,2023-02-22,Die Hart,"[779, 9755, 14601, 246926, 319397]",False
"[35, 14]",620,en,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,1984-06-08,Ghostbusters,"[242, 6832, 295, 6152, 11627, 3090, 3092, 11096, 5801, 11100, 10224, 9410, 9712, 2035, 12416, 15043, 33556, 33637, 33809, 161306, 162846, 179431, 288025, 325761]",False
"[53, 80, 10770]",801335,en,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",/qmddUxRwbsxHa7oEXm4PWh1KZe8.jpg,2021-02-27,Girl in the Basement,"[2883, 9672, 9866, 300433]",False
"[16, 14, 28, 10749, 10751]",496450,fr,"After a guardian of magical jewels turns an awkward girl and a popular boy into superheroes, they can never reveal their identities — even to each other.",/dQNJ8SdCMn3zWwHzzQD2xrphR1X.jpg,2023-07-05,"Miraculous: Ladybug & Cat Noir, The Movie","[90, 9715, 4344, 10194, 213104]",False
"[16, 35, 10751, 12]",425,en,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,2002-03-10,Ice Age,"[3737, 311, 970, 990, 697, 2078, 2079, 3289, 4428, 10506, 10789, 158017, 159955, 167043, 191348, 192918, 294659, 325782]",False
"[28, 12, 878]",505642,en,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,Black Panther: Wakanda Forever,"[1701, 697, 9715, 4833, 9717, 9663, 9920, 14785, 41282, 146946, 159103, 163764, 179431, 180059, 180547, 195394, 233184, 317138]",False
"[28, 12, 878]",429617,en,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,2019-06-28,Spider-Man: Far From Home,"[110, 9715, 6273, 1295, 9717, 9663, 14796, 179430, 179431, 180547, 196413]",False
"[12, 14, 28]",58,en,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,2006-07-06,Pirates of the Caribbean: Dead Man's Chest,"[616, 5600, 3799, 1319, 911, 910, 1299, 1316, 663, 1461, 9725, 12988, 14895, 157186, 161171, 179430, 279987]",False
"[16, 35, 10751]",1075794,en,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",/pD6sL4vntUOXHmuvJPPZAgvyfd9.jpg,2023-11-17,Leo,"[1517, 4344, 215787, 325806, 325812, 325814]",False
"[80, 36, 18]",466420,en,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,2023-10-18,Killers of the Flower Moon,"[1157, 818, 1543, 1812, 5332, 2493, 2887, 10322, 9672, 9826, 12425, 14676, 14900, 15060, 33519, 33720, 33722, 41500, 157215, 161207, 164193, 175949, 202760, 207876, 232648, 236621, 238192, 241625, 256930, 270346, 305941, 325822]",False
"[10749, 18]",851644,ko,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",/qhWPZdEEyht9Vqpj0vl3FB6CSr0.jpg,2022-10-06,20th Century Girl,"[10683, 10809, 157303, 164246, 206671, 305496, 305497, 305498]",False
"[12, 18, 10751, 16]",420818,en,"Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.",/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,2019-07-12,The Lion King,"[409, 2043, 3071, 11436, 4344, 6464, 9714, 9872, 13084, 18035, 188947, 209220, 240119, 245230]",False
"[36, 18]",467244,en,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",/hUu9zyZmDd8VZegKi1iK1Vk0RYS.jpg,2023-12-15,The Zone of Interest,"[1157, 818, 2652, 1631, 1739, 1956, 2450, 2105, 5565, 9672, 11489, 14900, 201864, 207883, 208260, 209792, 263959, 265396, 270813, 304435, 316241, 325771, 325774, 325801, 325841, 325855]",False
"[27, 80, 18, 14]",836225,en,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,2022-03-11,The Exorcism of God,"[378, 1415, 534, 2626, 9712, 10375, 159940]",False
[18],592695,sv,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",/TcOsu6iO5prSJbDn9oIQgIW655.jpg,2021-10-08,Pleasure,"[445, 5248, 7344, 11322, 12670, 18321, 158436, 187056]",False
"[16, 10751, 12, 35]",49013,en,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,2011-06-11,Cars 2,"[830, 6075, 470, 3289, 9663, 11477, 12392, 14618, 179431, 228750, 281445, 309974]",False
"[28, 12, 878]",68721,en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,2013-04-18,Iron Man 3,"[387, 1242, 9715, 8613, 9717, 6335, 12547, 179430, 180547, 207317, 260872]",False
"[28, 53, 80]",458156,en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,2019-05-15,John Wick: Chapter 3 - Parabellum,"[242, 779, 8045, 1623, 2908, 1629, 3271, 4553, 7041, 9663, 10291, 13116, 200235, 202371, 206041, 252153, 257090, 325791]",False
"[28, 878, 12]",1726,en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,2008-04-30,Iron Man,"[539, 9715, 6163, 8613, 9717, 179430, 180547, 208630, 309426]",False
"[28, 878]",557,en,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,2002-05-01,Spider-Man,"[242, 704, 1003, 697, 6025, 1308, 6062, 9715, 3986, 5812, 3289, 9717, 18068, 18425, 156075, 163074, 252759]",False
[27],474350,en,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,2019-09-04,It Chapter Two,"[818, 3199, 3473, 9663, 9714, 9927, 13031, 13073, 158718, 229863, 259361]",False
"[878, 28, 12]",320288,en,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",/cCTJPelKGLhALq3r51A9uMonxKj.jpg,2019-06-05,Dark Phoenix,"[9715, 1852, 5086, 9717, 155030, 210608, 231295]",False
"[10749, 18, 35]",1139566,es,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",/gwpTgtwVAwmvivBN8rAQABpx9Am.jpg,2024-02-23,Through My Window 3: Looking at You,"[818, 14514, 188237]",False
"[18, 53, 27]",630240,fr,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",/9QuUN55NWufqC2jst0JSPQ2gla9.jpg,2021-07-14,Titane,"[3725, 2754, 11429, 9844, 10714, 13063, 187056, 192094, 194226, 208591, 213295, 227428, 252577, 269898, 278015, 283085]",False
"[10749, 14, 10751, 18]",150689,en,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",/j91LJmcWo16CArFOoapsz84bwxb.jpg,2015-03-06,Cinderella,"[2343, 4152, 3205, 3071, 9920, 13014, 158438, 173003, 179411, 186847, 209220, 245230]",False
[18],550,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,1999-10-15,Fight Club,"[851, 3927, 818, 1541, 1721, 825, 4565, 4142, 9181, 11687, 156761, 179173, 212803, 260426]",False
"[10749, 18]",829560,pl,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,/6FsGeIp7heHm5eh4tIxTzHIRxmt.jpg,2022-08-19,The Next 365 Days,"[3149, 158713, 189141, 325800]",False
[53],985939,en,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,2022-08-11,Fall,[209439],False
"[35, 18, 10749]",13,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,1994-06-23,Forrest Gump,"[2957, 422, 791, 6054, 840, 521, 447, 828, 818, 458, 641, 970, 895, 1228, 1803, 1646, 2075, 4243, 5709, 10235, 14569, 14768, 162365, 181557, 208992, 231401, 240237, 254167, 319319, 329716]",False
"[28, 53, 80]",168259,en,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,2015-04-01,Furious 7,"[830, 3428, 9666, 9748, 40870, 205399]",False
"[16, 12, 10751]",1076364,en,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",/wakoF2UgsEE3fGs5KpuwMWsaNr2.jpg,2023-06-15,Carl's Date,"[248, 9673, 15162, 263548]",False
"[12, 14, 28]",10195,en,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,2011-04-21,Thor,"[1508, 9715, 11436, 5149, 9717, 12653, 179101, 179430, 180547, 220372, 240145, 293198]",False
"[12, 14, 28]",285,en,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,2007-05-19,Pirates of the Caribbean: At World's End,"[1319, 911, 2660, 2038, 6155, 2052, 4224, 2580, 9725, 12988, 15149, 157186, 163131, 163702, 165369, 179430, 224626, 227419]",False
"[878, 28, 12]",1924,en,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg,1978-12-14,Superman,"[4270, 736, 83, 1308, 853, 9715, 3312, 9717, 14756, 15009, 15246, 33637, 34154, 156230, 158940, 179102, 179430, 193544, 211712, 255834]",False
"[80, 18, 35]",106646,en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,2013-12-25,The Wolf of Wall Street,"[417, 1803, 2095, 3202, 4373, 5636, 9672, 6974, 10453, 10594, 10631, 10910, 14964, 156260, 156277, 163048, 199518, 208289, 228538, 234814, 247861, 325832]",False
"[53, 18]",1151534,es,"A young pregnant woman named Mia escapes from a country at war by hiding in a maritime container aboard a cargo ship. After a violent storm, Mia gives birth to the child while lost at sea, where she must fight to survive.",/8uvCXfpaU1VveV5w9h05OxN0zdN.jpg,2023-09-29,Nowhere,"[179578, 234041, 300722, 309974, 325775, 325801, 325854]",False
"[28, 878, 12]",399566,en,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,2021-03-24,Godzilla vs. Kong,"[11100, 12616, 158126, 161791, 188953, 196425, 257384, 283841, 293178]",False
"[878, 28, 12]",524434,en,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",/lFByFSLV5WDJEv3KabbdAF959F2.jpg,2021-11-03,Eternals,"[9715, 6152, 9717, 9951, 33637, 179430, 180547, 188953, 189119, 244445, 325787, 325798]",False
"[12, 10751, 16, 28, 35]",177572,en,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014-10-24,Big Hero 6,"[6054, 779, 1701, 380, 582, 9715, 2276, 6513, 3289, 9717, 9748, 12369, 12392, 12446, 14544, 14988, 33353, 163074, 179430, 194404, 198423, 213104, 215235]",False
"[18, 28]",677179,en,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.",/cvsXj3I9Q2iyyIo95AecSd1tad7.jpg,2023-03-01,Creed III,"[1157, 276, 6075, 1643, 9663, 13014, 41368, 156121, 160246, 174258, 209476, 228041]",False
"[16, 10751, 12]",10674,en,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg,1998-06-18,Mulan,"[7376, 5600, 478, 2156, 3289, 4344, 4411, 4613, 5719, 9672, 11322, 12554, 14988, 33482, 41011, 157904, 163403, 174523, 179411, 229607, 234662, 240303, 247799, 252577, 281585, 325781, 325832]",False
"[27, 18, 878]",447332,en,A family is forced to live in silence while hiding from creatures that hunt by sound.,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,A Quiet Place,"[3725, 2407, 1643, 4458, 4862, 10656, 13031, 14909, 15025, 50009, 186497, 188953, 251667]",False
"[14, 35, 12, 878]",425909,en,"Running out of options and money, single mum Callie sets foot in the small town of Summerville, Oklahoma, with her two teenage children, Phoebe and Trevor. And now, there is no turning back. As the family attempts to settle in the dilapidated house of Callie's eccentric late father, unexpected secrets hidden in plain sight, mysterious equipment, and a strange vehicle rotting in the barn seem to relate to the area's puzzling seismic activity, and something even more shocking: the long-forgotten Stay-Puft Marshmallow Man Incident in 1980s New York City. But there hasn't been a single ghost sighting since the bizarre events of Ghostbusters II (1989). Is history repeating itself? Will Phoebe connect the dots, give her grandfather a voice, and discover the family's connection to the original Ghostbusters (1984)?",/sg4xJaufDiQl7caFEskBtQXfD4x.jpg,2021-11-18,Ghostbusters: Afterlife,"[1415, 6155, 3093, 5609, 9663, 162846, 179430, 179431, 196960, 229863, 245207, 276130, 280259, 288025]",False
"[18, 10749]",40978,fr,"In order to escape from her former lover Marc, Sylvia goes to Brazil where Dr. Santamo transforms her into the beautiful Emmanuelle...",/vAtkVmsxR1jWoMWMm07loHgW0bU.jpg,1984-02-15,Emmanuelle 4,"[155477, 190370]",False
"[16, 35, 10751]",93456,en,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,2013-06-26,Despicable Me 2,"[970, 3289, 4130, 4289, 7397, 9663, 13072, 18035, 33479, 33928, 158750, 179431, 184783, 194404, 219832, 232939, 274453, 299811]",False
"[14, 12, 10770]",885303,it,Time jump to 1939 with teenager Max and his friends as they try to navigate Mussolini's Rome and find Max's missing brother.,/38N7GRJLu7IWyEdil96YobJ5LWM.jpg,2022-11-21,The Voyagers,"[4379, 320845]",False
"[16, 12, 35, 14]",585511,en,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",/1HOYvwGFioUFL58UVvDRG6beEDm.jpg,2022-08-05,Luck,"[6156, 4671, 10310, 10159, 11322]",False
"[28, 53, 80]",1701,en,"Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.",/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,1997-06-05,Con Air,"[378, 720, 3800, 10685, 1568, 502, 1543, 1420, 6259, 3930, 1666, 1965, 4245, 4595, 9774, 11207, 10714, 10950, 14570, 14601, 14707, 15234, 18034, 33482, 156389, 156805, 171783, 192696, 195295, 211512, 219404, 243769, 275061, 309004]",False
"[28, 12, 878]",497698,en,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,2021-07-07,Black Widow,"[782, 1701, 470, 3278, 9717, 12367, 18117, 160137, 179430, 180547, 187056]",False
[35],38365,en,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,2010-06-24,Grown Ups,"[6054, 2064, 11428, 6954, 7600, 9713, 11715, 167541, 206691]",False
"[12, 16, 35, 10751, 14]",11688,en,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership.",/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,2000-12-15,The Emperor's New Groove,"[1291, 4152, 1421, 5967, 2280, 3289, 3998, 9360, 11687, 10600, 191600, 213097, 259376, 297012]",False
"[36, 18]",980026,da,"Denmark, 1755. Captain Ludvig Kahlen sets out to conquer a Danish heath reputed to be uncultivable, with an impossible goal: to establish a colony in the name of the king, in exchange for a royal title. A single-minded ambition that the ruthless lord of the region will relentlessly seek to put down. Kahlen's fate hangs in the balance: will his endevours bring him wealth and honour, or cost him his life...?",/npQgoOWn4fnvOIIyTj4rIV80FXC.jpg,2023-10-05,The Promised Land,"[818, 9826, 10093, 12337, 13065, 13084, 160279, 182281, 183570, 185204, 185994, 192772, 232468, 270337, 282633, 312898]",False
"[12, 35, 10751, 14]",118,en,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",/wfGfxtBkhBzQfOZw4S8IQZgrH0a.jpg,2005-07-13,Charlie and the Chocolate Factory,"[730, 212, 818, 715, 985, 987, 970, 1158, 10508, 282127]",False
"[27, 53]",663712,en,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg,2022-10-06,Terrifier 2,"[3335, 3199, 10292, 6506, 9663, 12339, 15127, 176691, 179431, 191327, 232795, 296359, 306196]",False
"[10751, 16, 12, 35]",260514,en,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",/jJ8TnHvWHaVadW5JJjGYsM07j9i.jpg,2017-06-15,Cars 3,"[6075, 1482, 3289, 9663, 11477, 9935, 10039, 159450]",False
"[10749, 18]",537915,en,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,2019-04-11,After,"[818, 9673, 10791]",False
"[28, 12, 16, 10751, 35]",9502,en,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,2008-06-04,Kung Fu Panda,"[779, 780, 2660, 478, 4809, 3930, 1946, 3289, 1998, 8531, 9362, 11477, 14955, 33401, 40850, 159306, 179430, 184656, 185319, 234292]",False
"[18, 28]",1112555,bn,"A contemporary retelling of William Shakespeare's timeless tragedy Othello, exploring the intricacies of human emotions and the consequences of unchecked manipulation, all within a Bengali context.",/bSGbboUqf38Jazh2MavSDzsqKKb.jpg,2024-06-14,Athhoi,[242076],False
[18],923387,nl,"Many years after a sweltering summer that spun out of control, Eva returns to the village she grew up in with an ice block in the back of her car. In the dead of winter, she confronts her past and faces up to her tormentors.",/qRIumYQP6kni5HLcCio175uPmTd.jpg,2023-10-25,When It Melts,"[236, 570, 2224, 2673, 1690, 7722, 15241, 33407, 156193, 159588, 180173, 184366, 187056, 191267, 211429, 215235, 229165, 242839, 253562, 279414, 283118, 284212, 293022, 293194, 296608, 324973, 326998, 329128, 329547]",False
"[10751, 12, 16, 35, 14]",301528,en,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,Toy Story 4,"[6054, 6513, 11107, 9663, 15214, 155291, 179431, 187065, 325775]",False
"[16, 12, 10751, 35, 10402]",1241982,en,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",/sxuS6IcVF0T0dJgBv3x703m69Rr.jpg,2024-11-27,Moana 2,"[658, 270, 4344, 9663]",False
"[28, 80, 53]",637649,en,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,2021-04-22,Wrath of Man,"[642, 9730, 9748, 10950, 12548, 12670, 14604, 41180, 162380, 268293]",False
"[27, 9648, 53]",423108,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,2021-05-25,The Conjuring: The Devil Made Me Do It,"[6152, 2626, 6981, 9663, 15043, 208289, 239680, 323566]",False
