genre_ids,id,original_language,overview,poster_path,release_date,title,keyword,movie_out
"[16, 10751, 18, 12, 35]",1022789,en,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,"[1647, 3444, 9663, 10159, 10809, 13073, 18047, 155624, 179430, 179431, 211269, 241752, 277029, 280263, 325856]",False
"[878, 12, 28]",653346,en,"Several generations in the future following Caesar's reign, apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike.",/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,Kingdom of the Planet of the Apes,"[11195, 4152, 690, 4565, 5350, 9663, 11477, 11239, 14759, 14762, 34152, 157972, 177280, 188953, 189092, 275266, 277303, 285366, 307212]",False
"[53, 27, 28, 9648]",1001311,fr,"In the Summer of 2024, Paris is hosting the World Triathlon Championships on the Seine for the first time. Sophia, a brilliant scientist, learns from Mika, a young environmental activist, that a large shark is swimming deep in the river. To avoid a bloodbath at the heart of the city, they have no choice but to join forces with Adil, the Seine river police commander.",/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,2024-06-05,Under Paris,"[90, 2988, 325783]",False
"[28, 80, 53, 35]",573435,en,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",/nP6RliHjxsz4irTKsxe8FRhKZYl.jpg,2024-06-05,Bad Boys: Ride or Die,"[416, 9663, 10562, 15167, 167316, 167541]",False
"[16, 10751, 12, 18, 35]",150540,en,"From an adventurous balloon ride above the clouds to a monster-filled metropolis, Academy Award®-winning director Pete Docter (“Monsters, Inc.,” “Up”) has taken audiences to unique and imaginative places. In Disney and Pixar’s original movie “ Inside Out,” he will take us to the most extraordinary location of all—inside the mind.",/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,Inside Out,"[1566, 582, 1360, 1647, 6513, 3444, 6483, 7942, 8102, 10235, 10937, 13073, 18035, 18047, 163227, 171831, 179431, 211269, 277029, 325761, 331890]",False
"[878, 28, 12]",823464,en,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,2024-03-27,Godzilla x Kong: The New Empire,"[11100, 9663, 12616, 15149, 161791, 170362, 196425, 257384, 293178, 311315]",False
"[10752, 28, 18]",929590,en,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,"[1589, 242, 4776, 521, 833, 393, 447, 1003, 4565, 4747, 7312, 8570, 11322, 13065, 14946, 155814, 160910, 190434, 190893, 206515, 220492, 226426, 226547, 236389, 244256, 312898, 325801]",False
"[28, 80, 35, 53]",955555,ko,"Detective Ma Seok-do changes his affiliation from the Geumcheon Police Station to the Metropolitan Investigation Team, in order to eradicate Japanese gangsters who enter Korea to commit heinous crimes.",/lW6IHrtaATxDKYVYoQGU5sh0OVm.jpg,2023-05-31,The Roundup: No Way Out,"[2151, 6149, 703, 9663, 231849]",False
"[878, 28, 14, 12]",626412,ko,"Ean has a critical mission to return to the future to save everyone. However, she becomes trapped in the distant past while trying to prevent the escape of alien prisoners who are locked up in the bodies of humans. Meanwhile, Muruk, who helps Ean escape various predicaments, is unnerved when he begins sensing the presence of a strange being in his body. Traveling through the centuries, they are trying to prevent the explosion of the haava.",/4RClncz0GTKPZzSAcAalHCw0h3g.jpg,2024-01-10,Alienoid: Return to the Future,"[1521, 9951, 304931]",False
"[878, 28]",614933,en,A brilliant counterterrorism analyst with a deep distrust of AI discovers it might be her only hope when a mission to capture a renegade robot goes awry.,/bcM2Tl5HlsvPBnL8DKP9Ie6vU4r.jpg,2024-05-23,Atlas,"[10364, 310, 4759, 10563, 13065, 14643, 162365, 202371]",False
"[27, 53]",719221,en,"When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg,2024-05-01,Tarot,"[2591, 10855, 12339, 155939, 207844, 256183, 304115]",False
"[10749, 35, 80]",974635,en,A mild-mannered professor moonlighting as a fake hit man in police stings ignites a chain reaction of trouble when he falls for a potential client.,/1126gjlBf4hTm9Sgf0ox3LGVEBt.jpg,2024-05-16,Hit Man,"[2708, 1284, 1992, 2411, 9799, 18118, 155457, 163589, 167428, 239275, 262495, 286753, 307001]",False
"[16, 28, 10751, 35, 14]",1011985,en,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,2024-03-02,Kung Fu Panda 4,"[779, 780, 478, 3289, 9663, 8531, 11477, 14569, 325799, 325843]",False
"[53, 28, 80]",38700,en,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,2020-01-15,Bad Boys for Life,"[534, 416, 703, 5424, 9663, 9777, 9826, 10175, 11148, 15167, 167316, 217452, 219404, 224876, 225219]",False
"[28, 35]",746036,en,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",/aBkqu7EddWK7qmY4grL4I6edx2h.jpg,2024-04-24,The Fall Guy,"[5956, 156091, 179431, 222234, 247799, 269769, 325765]",False
[10752],1136318,en,"A young pilot, fresh out of training, is called to join a Flight while they wait for the call to scramble. Throughout a single day, he witnesses the skies of southern England filled with deadly dog fights, and after every exhausting battle the men return to their dispersal hut, only to find another of their number missing. Unwilling to surrender, the pilot and his comrades unite to take to the skies once more, determined to defend not only the airfield, but their entire country.",/8htJ7keZTwa08aC9OKyiqaq1cNJ.jpg,2023-12-01,Battle Over Britain,"[1956, 207883, 214548, 219408, 229917, 251579, 298523]",False
[28],1115623,en,"When Karate champion Michael Rivers wins the last tournament of his career, shady businessman Ron Hall offers him the opportunity to fight in an illegal Kumite in Bulgaria against the world’s best martial artists.  When Michael declines, Hall has his daughter kidnapped and, in order to rescue her, Rivers is left with no choice but to compete in the deadly tournament. Arriving in Bulgaria, he finds out that he is not the only fighter whose loved one was taken. Rivers enlists the help of trainers Master Loren, and Julie Jackson but will it be enough for him to win the tournament and save his daughter’s life?",/zDkaJgsPoSqa2cMe2hW2HAfyWwO.jpg,2024-05-09,The Last Kumite,"[779, 156159, 210909, 243262, 272208]",False
"[28, 12, 878]",786892,en,"As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home.",/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,2024-05-22,Furiosa: A Mad Max Saga,"[4458, 9675, 15285]",False
"[16, 35, 10751, 12]",748783,en,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",/p6AbOJvMQhBmffd0PIv0u8ghWeY.jpg,2024-04-30,The Garfield Movie,"[6054, 977, 3289, 9717, 8133, 10159, 10244, 10637, 15162, 164246, 166726, 179430, 240119, 286957, 324886, 325800, 325809]",False
"[16, 28]",1263421,ja,"It's the ultimate showdown. The toughest fighters from ""Baki Hanma"" and ""Kengan Ashura"" clash in this unprecedented, hard-hitting martial arts crossover.",/etbHJxil0wHvYOCmibzFLsMcl2C.jpg,2024-06-05,Baki Hanma VS Kengan Ashura,"[779, 207826, 210024, 285365, 323096]",False
[27],437342,en,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",/uGyiewQnDHPuiHN9V4k2t9QBPnh.jpg,2024-04-03,The First Omen,"[745, 530, 131, 4084, 4087, 8685, 9675, 10093, 11322, 14765, 191960, 193282, 239680]",False
"[28, 35, 80, 53]",9737,en,"Marcus Burnett is a henpecked family man. Mike Lowry is a footloose and fancy free ladies' man. Both Miami policemen, they have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,1995-04-07,Bad Boys,"[416, 1666, 3230, 4009, 6593, 9844, 3688, 11730, 11734, 12371, 14967, 18026, 161982, 164246, 166856, 167114, 167316, 168679, 178849, 219404, 222863, 240379, 264515, 278876, 319016]",False
"[878, 12]",693134,en,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,2024-02-27,Dune: Part Two,"[6917, 818, 1721, 6078, 1965, 5789, 6074, 4238, 6158, 9663, 9840, 10614, 11239, 10044, 13031, 13194, 18034, 40850, 158144, 161176, 178080, 180671, 194063, 199660, 232766, 239797, 282218, 286709, 288793, 312898, 325785, 325842, 325849]",False
"[878, 27, 28]",940721,ja,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,2023-11-03,Godzilla Minus One,"[1299, 697, 11100, 11423, 4263, 4593, 9741, 160861, 161184, 161791, 179431, 180498, 207883, 226475, 244532, 248927, 257384, 267475, 282292, 317204, 319319, 325809, 331890]",False
"[27, 9648, 53]",1086747,en,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",/vZVEUPychdvZLrTNwWErr9xZFmu.jpg,2024-06-06,The Watchers,"[818, 2679, 5774, 4917, 14985, 256183, 266032, 329466]",False
"[16, 12, 28, 14, 10751]",1147400,fr,"Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,2023-10-21,"Miraculous World: Paris, Tales of Shadybug and Claw Noir","[90, 9715, 286758, 315731]",False
"[16, 28, 12, 35, 10751]",940551,en,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",/ldfCF9RhR40mppkzmftxapaHeTo.jpg,2023-12-06,Migration,"[1339, 3289, 1729, 8044, 11477, 18035, 18165, 18293, 218182, 274453, 277462]",False
"[27, 9648, 53]",1041613,en,"An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors.",/fdZpvODTX5wwkD0ikZNaClE4AoW.jpg,2024-03-20,Immaculate,"[745, 131, 3725, 10093, 11322, 14765, 165470, 193282, 239680, 283085]",False
"[878, 28, 12]",1025463,pt,"When the progress of robotics makes Paralympic athletes the new sports stars, Maria dreams of competing against her sister. For that, she will have to enter a world of crime and violence.",/xVCYzdBE6lo3sUFK1OMZnXvpGtT.jpg,2024-05-28,Bionic,"[2964, 6075, 14544, 162735]",False
"[28, 80, 35]",8961,en,"Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.",/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg,2003-07-18,Bad Boys II,"[3391, 416, 4654, 701, 529, 1930, 975, 1666, 1941, 3230, 7963, 9663, 10950, 15011, 18026, 18067, 156805, 163589, 167316, 178849, 219404, 222863, 226380, 243611, 264515, 309974, 319016, 324599, 325812]",False
"[28, 27, 53]",1096197,en,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,/hu40Uxp9WtpL34jv3zyWLb5zEVY.jpg,2024-01-18,No Way Up,"[270, 3088, 11107, 5707, 15097, 167040, 275172, 282692, 298724, 323809]",False
"[28, 36, 18, 10752]",660360,ko,"The Imjin War reaches its seventh year in December of 1598. Admiral Yi Sun-shin learns that the Wa invaders in Joseon are preparing for a swift withdrawal following the deathbed orders of their leader Toyotomi Hideyoshi. Determined to destroy the enemy once and for all, Admiral Yi leads an allied fleet of Joseon and Ming ships to mount a blockade and annihilate the Wa army. However, once Ming commander Chen Lin is bribed into lifting the blockade, Wa lord Shimazu Yoshihiro and his Satsuma army sail to the Wa army’s rescue at Noryang Strait.",/wFAe7gA513Pi2meI4ECwf6YEKR1.jpg,2023-12-20,Noryang: Deadly Sea,"[212573, 232421, 271390, 326422]",False
"[28, 53, 80, 878]",882059,en,"When his family is murdered, a deaf-mute named Boy escapes to the jungle and is trained by a mysterious shaman to repress his childish imagination and become an instrument of death.",/25JskXmchcYwj3jHRmcPm738MpB.jpg,2024-04-24,Boy Kills World,"[836, 4565, 1635, 10292, 6410, 9826, 10547, 11326, 13116, 34079, 171261, 232766, 240275, 240485, 268132, 284439]",False
"[878, 27]",969686,en,A small team of scientists must race against time to stop what seems to be a cascade of global disasters signaling the possible apocalypse and end of days.,/dt3mo4tArf2llDiht91cnvUtSgT.jpg,2022-04-29,4 Horsemen: Apocalypse,"[10150, 12332]",False
"[16, 14, 10751]",739547,en,"Thelma dreams of being a glamorous unicorn. Then in a rare pink and glitter-filled moment of fate, Thelma's wish comes true. She rises to instant international stardom, but at an unexpected cost. After a while, Thelma realizes that she was happier as her ordinary, sparkle-free self. So she ditches her horn, scrubs off her sparkles, and returns home, where her best friend is waiting for her with a hug.",/yutiEZ7taGDNau2jGjKIdDwQpDw.jpg,2024-05-17,Thelma the Unicorn,"[818, 4344, 5734, 163227, 206191]",False
"[16, 10751]",355338,en,"Riley, now 12, who is hanging out with her parents at home when potential trouble comes knocking. Mom's and Dad's Emotions find themselves forced to deal with Riley going on her first ""date.""",/cGLwfmLqg39822RFQMUDat0UJev.jpg,2015-11-03,Riley's First Date?,"[970, 11700, 156478, 184783, 211269, 218182, 263548]",False
"[16, 878, 28, 18]",1146972,ja,"In C.E.75, the fighting still continues. There are independence movements, and aggression by Blue Cosmos... In order to calm the situation, a global peace monitoring agency called COMPASS is established, with Lacus as its first president. As members of COMPASS, Kira and his comrades intervene into various regional battles. Then a newly established nation called Foundation proposes a joint operation against a Blue Cosmos stronghold.",/1EBnttleJaKnWWyyEqfiSn76ZjT.jpg,2024-01-26,Mobile Suit Gundam SEED FREEDOM,"[9678, 9663, 9673, 163561, 210024, 211628, 269769, 288168]",False
"[16, 35]",1284004,en,"It's Mother's Day and Marge Simpson joins the moms of Disney+ on a special holiday outing that turns into an epic galactic adventure filled with heroes, villains, and Stewie from Family Guy.",/sHJ2OIgpcpSmhqXkuSWxZ3nwg1S.jpg,2024-05-09,May the 12th Be with You,"[173983, 263548, 315731, 325763, 325796]",False
"[28, 878]",1094844,en,"Recognizing the destructive power of its captive giant Ape, the military makes its own battle-ready A.I., Mecha Ape. But its first practical test goes horribly wrong, leaving the military no choice but to release the imprisoned giant ape to stop the colossal robot before it destroys downtown Chicago.",/dJaIw8OgACelojyV6YuVsOhtTLO.jpg,2023-03-24,Ape vs Mecha Ape,"[1299, 11100, 9663, 10046, 10891, 161791, 196425]",False
"[28, 53]",359410,en,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",/qbzMVUcNvT4bfRWniuOGGvZJJim.jpg,2024-03-08,Road House,"[3546, 9714, 10553, 14955, 271585, 297559, 325773, 325776]",False
"[18, 10749]",1010581,es,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,"[2201, 3691, 7714, 11322, 171341, 196691, 199524, 202371, 267793, 282986, 283057, 310324, 325796, 325798, 325843, 332414]",False
"[35, 14, 10751]",639720,en,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,IF,"[6054, 7942, 200918, 202322, 209220, 275041, 325765, 325840]",False
"[878, 28, 14, 12]",601796,ko,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.",/8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,2022-07-20,Alienoid,"[1563, 1521, 9951, 12995, 250198, 300706, 304931, 305493]",False
"[28, 80, 9648, 53]",996154,en,An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.,/y3AeW200hqGLxoPyHMDHpzudylz.jpg,2023-04-12,Black Lotus,"[587, 13116, 323114]",False
"[18, 35, 10749]",641934,en,"Lucy and Jane have been best friends for most of their lives and think they know everything there is to know about each other. But when Jane announces she's moving to London, Lucy reveals a long-held secret. As Jane tries to help Lucy, their friendship is thrown into chaos.",/qKkaG7HVFVe7C1JuxTGwNz0eSyL.jpg,2024-06-11,Am I OK?,"[1862, 6054, 5248, 158718, 187056, 264386]",False
"[16, 10751, 35, 28]",519182,en,"Gru and Lucy and their girls — Margo, Edith and Agnes — welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, and the family is forced to go on the run.",/3w84hCFJATpiCO5g8hpdWVPBbmq.jpg,2024-06-20,Despicable Me 4,"[9715, 3289, 9663, 163074, 274453, 288448]",False
"[28, 53]",1093995,en,"After learning that the death of his wife was not an accident, a former CIA Station Chief is forced back into the espionage underworld, teaming up with an adversary to unravel a conspiracy that challenges everything he thought he knew.",/uuA01PTtPombRPvL9dvsBqOBJWm.jpg,2024-05-02,Chief of Station,[298530],False
"[28, 12, 53, 80]",7451,en,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,xXx,"[10364, 1865, 999, 2106, 3530, 217142, 234505, 234506]",False
"[28, 80, 53]",385687,en,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,2023-05-17,Fast X,"[9663, 9748, 10085, 10039, 18035, 175102, 200234, 286354, 325817, 325839, 325855]",False
"[27, 53]",1264966,en,"In a desperate bid to secure a future for her child, an undocumented immigrant mother takes a caretaker job. Unbeknownst to her, the elderly man conceals a horrifying truth.",/xRKmXt7036pVZ0OMNgzLsGa26pX.jpg,2024-05-14,Silence of the Prey,"[6158, 50009, 235526]",False
"[14, 12, 35]",967847,en,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg,2024-03-20,Ghostbusters: Frozen Empire,"[242, 6152, 3093, 9663, 10809, 162846, 179431, 191881, 231398, 323404]",False
"[878, 28, 18]",934632,en,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",/cxevDYdeFkiixRShbObdwAHBZry.jpg,2024-04-19,Rebel Moon - Part Two: The Scargiver,"[3386, 9882, 11322, 161176, 195114, 219404, 251829, 286704, 287424, 311653]",False
"[28, 53]",984324,fr,"When an explosion at an oil well threatens hundreds of lives, a crack team is called upon to make a deadly desert crossing with nitroglycerine in tow.",/jFK2ZLQUzo9pea0jfMCHDfvWsx7.jpg,2024-03-28,The Wages of Fear,"[818, 7176, 9714]",False
"[28, 14]",634492,en,"Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present.",/rULWuutDcN5NvtiZi4FRPzRYWSh.jpg,2024-02-14,Madame Web,"[242, 9715, 3986, 9717, 33637, 41603, 155030, 168346, 170620, 213104, 241823, 242214, 252104, 267111, 272493, 328286]",False
[18],1280468,tl,"A married couple falls into depression after the death of their child. They turn to sex as a coping mechanism, but poverty takes its toll on them.",/1hHCveRsNE1DsBroSjTgyDo81Co.jpg,2024-06-14,Sisid Marino,[321739],False
"[16, 10751, 35, 14]",508947,en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,"[6054, 1329, 6029, 1530, 1370, 4227, 10683, 10809, 11322, 14988, 18165, 157722, 164657, 179430, 186952, 187056, 193151, 194869, 240315, 317302, 325769]",False
"[27, 35]",1111873,en,"A group of criminals kidnaps a teenage ballet dancer, the daughter of a notorious gang leader, in order to obtain a ransom of $50 million, but over time, they discover that she is not just an ordinary girl. After the kidnappers begin to diminish, one by one, they discover, to their increasing horror, that they are locked inside with an unusual girl.",/5gKKSoD3iezjoL7YqZONjmyAiRA.jpg,2024-04-18,Abigail,"[1336, 3133, 1930, 18508, 187256, 223252, 261274]",False
"[18, 36]",872585,en,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,Oppenheimer,"[1157, 818, 1815, 1627, 1508, 1956, 4593, 6012, 5565, 9672, 15271, 33720, 159289, 160381, 173644, 173686, 194595, 195022, 198423, 206515, 207883, 242983, 285398, 285777, 297020]",False
"[878, 28, 35]",533535,en,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",/jbwYaoYWZwxtPP76AZnfYKQjCEB.jpg,2024-07-24,Deadpool & Wolverine,"[1701, 9715, 2095, 1852, 11687, 180547, 234268, 265979]",False
"[10749, 35, 18]",843527,en,"Solène, a 40-year-old single mom, begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. When Solène must step in to chaperone her teenage daughter's trip to the Coachella Music Festival after her ex bails at the last minute, she has a chance encounter with Hayes and there is an instant, undeniable spark. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.",/zDi2U7WYkdIoGYHcYbM9X5yReVD.jpg,2024-05-02,The Idea of You,"[818, 157799, 194869]",False
"[16, 10751, 14, 12]",1022796,en,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",/vgJZSqKMXWDDx09iSIStGKfHMku.jpg,2023-11-13,Wish,"[6054, 3289, 4252, 4896, 4344, 10159, 11322, 171854, 179430, 187056, 235308, 245776, 307254, 317481, 324145, 325842]",False
"[878, 9648, 53]",720321,en,"Air-supply is scarce in the near future, forcing a mother and daughter to fight for survival when two strangers arrive desperate for an oxygenated haven.",/wTW2t8ocWDlHns8I7vQxuqkyK58.jpg,2024-04-04,Breathe,"[215326, 217103, 234424, 248518, 324740]",False
"[28, 14, 9648, 12, 53]",634521,ja,"A number of children are being well fed, taken care of, and pampered at a very meticulate and managed orphanage. The facility and grounds are impressive, but the wall acting as a barrier is high. There is a secret to the place and once revealed to several orphans, they're desperate to escape.",/7tMAledkia9p72zON1nLRlyfHO7.jpg,2020-12-18,The Promised Neverland,"[6783, 4372, 10292, 10349, 13014, 13031, 13141, 34079, 177895, 224414, 245230]",False
"[35, 10751, 14]",787699,en,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,Wonka,"[715, 4344, 9675, 164246, 179431, 206594]",False
"[16, 35, 878]",1239251,en,"Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon.",/1N7terrMeZPwK5qq31MUD0HQ3IG.jpg,2024-03-29,Megamind vs. the Doom Syndicate,"[9663, 179430, 238350, 285961]",False
"[27, 53]",1087388,en,"After raising an unnervingly talented spider in secret, 12-year-old Charlotte must face the truth about her pet and fight for her family's survival.",/zuSAZIG1PSrxFwPeAlGtg9LTwxo.jpg,2024-04-12,Sting,"[3986, 3888, 5404, 9951, 13031, 13092, 33347, 158120, 158126, 161750, 206835, 221272, 235512, 250816, 252343, 266960, 269398, 270328, 315058, 333355, 333356, 333357, 333358, 333359]",False
"[16, 10751, 12, 14, 35]",502356,en,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-04-05,The Super Mario Bros. Movie,"[690, 1878, 11477, 9696, 41645, 172242, 179430, 179431, 188294, 207592, 243959, 274453, 303310, 307254, 325784, 325811]",False
"[28, 80, 53]",1105407,en,"A Chicago detective travels to Scotland after an emerging serial killer’s crimes match those that he investigated five years earlier, one of which was the crime scene of his murdered girlfriend.",/xEG4TcrGceqQBVXC8VBDTvXHdIx.jpg,2024-04-12,Damaged,"[388, 703, 5490, 9826, 10714]",False
"[28, 9648, 53]",1111966,en,"An ex-military doctor finds herself in a deadly battle for survival when the Irish mafia seize control of the hospital at which she works. When her son is taken hostage, she is forced to rely upon her battle-hardened past and lethal skills after realizing there’s no one left to save the day but her.",/8voINwqMlscROrjhN97fGkmhvEV.jpg,2023-05-12,Mercy,"[428, 1543, 1930, 1562, 11612, 13005, 162365, 170865]",False
